time,mag,fwd,gyro,hasGyro
33.64362,0.9279502,-0.2670907,17.74117,True
33.66367,0.9419017,-0.2725687,18.18332,True
33.68372,0.9659547,-0.3006693,18.39746,True
33.70376,0.9760968,-0.3294253,18.88939,True
33.72381,0.9433035,-0.344072,19.22252,True
33.74385,0.9433035,-0.3454218,19.55519,True
33.7639,0.9318119,-0.3470189,19.66204,True
33.78395,0.9496555,-0.3512219,19.87741,True
33.804,0.9188756,-0.360421,19.99505,True
33.82404,0.9156803,-0.3738342,20.04967,True
33.84409,0.939571,-0.3900352,20.08777,True
33.86414,0.9511074,-0.3924316,20.10417,True
33.88418,0.9511074,-0.3920132,20.13253,True
33.90423,0.9453996,-0.3854653,20.18687,True
33.92427,0.9134741,-0.3736988,20.22312,True
33.94432,0.9084488,-0.3640075,20.23148,True
33.96437,0.9247459,-0.364069,20.23655,True
33.98441,0.9342407,-0.3532343,20.23632,True
34.00446,0.9342407,-0.3513147,20.23709,True
34.02451,0.9169199,-0.3288918,20.22968,True
34.04455,0.906616,-0.3012929,20.21301,True
34.0646,0.8945662,-0.2616758,20.20365,True
34.08464,0.8898687,-0.2389211,20.12677,True
34.10469,0.8903624,-0.22183,19.99892,True
34.12474,0.8903624,-0.2187481,19.87307,True
34.14473,0.890816,-0.2050211,19.64057,True
34.16473,0.8814564,-0.1893924,19.48878,True
34.18472,0.9278412,-0.1805673,18.94822,True
34.20472,0.9636656,-0.1792679,18.2607,True
34.22472,1.017455,-0.1847695,17.60109,True
34.24471,1.017455,-0.1789343,17.24909,True
34.26471,1.037309,-0.1971393,16.31742,True
34.2847,1.061398,-0.1873026,15.93152,True
34.3047,1.089928,-0.1768824,14.88538,True
34.3247,1.159032,-0.1814549,14.00598,True
34.34469,1.154594,-0.1916364,12.88913,True
34.36468,1.154594,-0.1810389,12.03695,True
34.38468,1.126924,-0.177323,11.40471,True
34.40467,1.135123,-0.1815249,10.50797,True
34.42467,1.133718,-0.185188,9.850585,True
34.44467,1.128143,-0.1888194,8.957291,True
34.46467,1.131593,-0.1874845,8.519522,True
34.48468,1.131593,-0.1739053,7.381795,True
34.50467,1.128261,-0.1714746,6.168519,True
34.52467,1.109277,-0.1697814,5.138034,True
34.54467,1.121362,-0.158652,4.606177,True
34.56467,1.164944,-0.1321314,3.236527,True
34.58466,1.191805,-0.09543612,2.779233,True
34.60466,1.191805,-0.0856007,0.9807584,True
34.62466,1.199223,-0.04985056,-0.2925928,True
34.64465,1.202675,-0.01150264,-1.265335,True
34.66465,1.206499,0.03001683,-1.50943,True
34.68464,1.222319,0.068283,-2.958839,True
34.70464,1.264145,0.109996,-3.458755,True
34.72464,1.235487,0.1344581,-4.657428,True
34.74463,1.235487,0.1481452,-5.370957,True
34.76463,1.206878,0.1657951,-6.282302,True
34.78463,1.177387,0.1828141,-7.149999,True
34.80462,1.187886,0.1896045,-8.287642,True
34.82462,1.195691,0.1972959,-8.726134,True
34.84461,1.18076,0.1975135,-9.824215,True
34.86461,1.18076,0.2082159,-10.64051,True
34.88461,1.17051,0.2232999,-11.03551,True
34.9046,1.101984,0.2139049,-11.99968,True
34.92459,1.092155,0.227309,-12.18486,True
34.94458,1.058692,0.2224614,-13.27197,True
34.96458,1.049623,0.2242322,-13.96489,True
34.98458,1.049623,0.2282898,-14.74231,True
35.00457,1.031799,0.2265291,-15.04076,True
35.02456,1.018914,0.2340146,-15.73195,True
35.04456,1.025284,0.250973,-16.25424,True
35.06456,0.9998789,0.2566219,-16.61256,True
35.08455,0.9966128,0.2585743,-16.97759,True
35.10455,0.9966128,0.2609718,-17.34205,True
35.12455,1.000908,0.2686768,-17.9583,True
35.14454,0.9485844,0.2615039,-18.5491,True
35.16454,0.9354223,0.2796834,-18.89961,True
35.18454,0.9479553,0.3043852,-19.23648,True
35.20453,0.9659075,0.3293628,-19.75481,True
35.22453,0.9385736,0.3317677,-19.95436,True
35.24453,0.9385736,0.3327887,-20.44202,True
35.26452,0.9084712,0.3217306,-20.80955,True
35.28452,0.9008526,0.310164,-21.18687,True
35.30452,0.9063215,0.3224837,-21.32892,True
35.32451,0.936201,0.3430727,-21.60543,True
35.34451,0.936201,0.342559,-21.78829,True
35.36451,0.9334207,0.3485086,-21.909,True
35.3845,0.8976101,0.3359245,-22.05653,True
